,Sep,Force
371,9.12e-08,4.31e-11
372,9.19e-08,4.22e-11
373,9.38e-08,3.73e-11
374,9.56e-08,3.26e-11
375,9.61e-08,3.22e-11
376,9.66e-08,3.17e-11
377,9.71e-08,3.13e-11
378,9.73e-08,3.2e-11
379,9.72e-08,3.36e-11
380,9.75e-08,3.42e-11
381,9.79e-08,3.39e-11
382,9.8e-08,3.48e-11
383,9.81e-08,3.59e-11
384,9.79e-08,3.79e-11
385,9.82e-08,3.83e-11
386,9.91e-08,3.67e-11
387,9.94e-08,3.69e-11
388,9.92e-08,3.87e-11
389,9.95e-08,3.91e-11
390,1e-07,3.8e-11
391,1e-07,3.9e-11
392,1e-07,3.98e-11
393,1.01e-07,4.03e-11
394,1.01e-07,4.19e-11
395,1.01e-07,4.19e-11
396,1.01e-07,4.19e-11
397,1.01e-07,4.35e-11
398,1.01e-07,4.48e-11
399,1.02e-07,4.49e-11
400,1.02e-07,4.55e-11
401,1.02e-07,4.55e-11
402,1.02e-07,4.72e-11
403,1.02e-07,4.87e-11
404,1.03e-07,4.75e-11
405,1.03e-07,4.86e-11
406,1.03e-07,5.05e-11
407,1.03e-07,5.12e-11
408,1.03e-07,5.23e-11
409,1.03e-07,5.42e-11
410,1.03e-07,5.41e-11
411,1.04e-07,5.37e-11
412,1.04e-07,5.52e-11
413,1.04e-07,5.57e-11
414,1.04e-07,5.67e-11
415,1.04e-07,5.86e-11
416,1.04e-07,5.95e-11
417,1.05e-07,5.88e-11
418,1.08e-07,4.92e-11
419,1.11e-07,4.03e-11
420,1.11e-07,4.07e-11
421,1.12e-07,3.96e-11
422,1.12e-07,3.98e-11
423,1.12e-07,4.25e-11
424,1.12e-07,4.22e-11
425,1.13e-07,4.2e-11
426,1.13e-07,4.3e-11
427,1.13e-07,4.41e-11
428,1.13e-07,4.55e-11
429,1.14e-07,4.53e-11
430,1.14e-07,4.56e-11
431,1.14e-07,4.64e-11
432,1.14e-07,4.71e-11
433,1.14e-07,4.75e-11
434,1.15e-07,4.74e-11
435,1.15e-07,4.72e-11
436,1.16e-07,4.65e-11
437,1.16e-07,4.81e-11
438,1.15e-07,5.15e-11
439,1.16e-07,5.08e-11
440,1.17e-07,4.94e-11
441,1.16e-07,5.14e-11
442,1.17e-07,5.17e-11
443,1.17e-07,5.28e-11
444,1.17e-07,5.43e-11
445,1.17e-07,5.46e-11
446,1.17e-07,5.5e-11
447,1.18e-07,5.55e-11
448,1.17e-07,5.76e-11
449,1.17e-07,5.93e-11
450,1.18e-07,5.92e-11
451,1.18e-07,5.92e-11
452,1.18e-07,5.98e-11
453,1.18e-07,6.12e-11
454,1.18e-07,6.3e-11
455,1.18e-07,6.43e-11
456,1.18e-07,6.58e-11
457,1.18e-07,6.66e-11
458,1.19e-07,6.68e-11
459,1.19e-07,6.66e-11
460,1.2e-07,6.66e-11
461,1.2e-07,6.78e-11
462,1.2e-07,6.86e-11
463,1.2e-07,6.98e-11
464,1.2e-07,7e-11
465,1.2e-07,7.03e-11
466,1.2e-07,7.19e-11
467,1.21e-07,7.22e-11
468,1.21e-07,7.37e-11
469,1.2e-07,7.56e-11
470,1.21e-07,7.6e-11
471,1.21e-07,7.63e-11
472,1.21e-07,7.77e-11
473,1.21e-07,7.94e-11
474,1.21e-07,7.92e-11
475,1.22e-07,7.88e-11
476,1.22e-07,8e-11
477,1.22e-07,8.16e-11
478,1.22e-07,8.29e-11
479,1.22e-07,8.32e-11
480,1.22e-07,8.39e-11
481,1.22e-07,8.55e-11
482,1.22e-07,8.69e-11
483,1.23e-07,8.75e-11
484,1.23e-07,8.82e-11
485,1.23e-07,8.93e-11
486,1.23e-07,9e-11
487,1.23e-07,9.09e-11
488,1.23e-07,9.19e-11
489,1.23e-07,9.3e-11
490,1.23e-07,9.4e-11
491,1.24e-07,9.46e-11
492,1.24e-07,9.57e-11
493,1.24e-07,9.62e-11
494,1.24e-07,9.68e-11
495,1.24e-07,9.83e-11
496,1.24e-07,1e-10
497,1.24e-07,1.02e-10
