,Sep,Force
0,0.0,-1.17e-10
1,-1.1e-10,-1.16e-10
2,-2.29e-10,-1.15e-10
3,-2.08e-10,-1.14e-10
4,-1.51e-10,-1.13e-10
5,-2.07e-10,-1.11e-10
6,-2.8e-10,-1.1e-10
7,-3.24e-10,-1.09e-10
8,-3.99e-10,-1.07e-10
9,-4.76e-10,-1.06e-10
10,-5.58e-10,-1.05e-10
11,-6.09e-10,-1.03e-10
12,-5.91e-10,-1.02e-10
13,-3.96e-10,-1.01e-10
14,-3.34e-10,-1e-10
15,-4.98e-10,-9.87e-11
16,-5.02e-10,-9.75e-11
17,-4.51e-10,-9.65e-11
18,-4.35e-10,-9.54e-11
19,-4.06e-10,-9.43e-11
20,-4.4e-10,-9.29e-11
21,-4.7e-10,-9.17e-11
22,-5.15e-10,-9.03e-11
23,-6.34e-10,-8.87e-11
24,-6.37e-10,-8.75e-11
25,-6.22e-10,-8.63e-11
26,-7.06e-10,-8.48e-11
27,-7.64e-10,-8.34e-11
28,-7.52e-10,-8.23e-11
29,-7.64e-10,-8.12e-11
30,-7.54e-10,-8e-11
31,-7.83e-10,-7.88e-11
32,-8.15e-10,-7.75e-11
33,-8.09e-10,-7.63e-11
34,-7.68e-10,-7.52e-11
35,-7.14e-10,-7.41e-11
36,-6.79e-10,-7.29e-11
37,-7.06e-10,-7.16e-11
38,-7.2e-10,-7.04e-11
39,-6.66e-10,-6.95e-11
40,-6.32e-10,-6.84e-11
41,-6.35e-10,-6.71e-11
42,-6.78e-10,-6.58e-11
43,-7.42e-10,-6.44e-11
44,-8.63e-10,-6.28e-11
45,-8.93e-10,-6.15e-11
46,-8.72e-10,-6.04e-11
47,-8.32e-10,-5.93e-11
48,-8.85e-10,-5.8e-11
49,-8.37e-10,-5.69e-11
50,-8.01e-10,-5.58e-11
51,-8.77e-10,-5.43e-11
52,-8.1e-10,-5.33e-11
53,-8.2e-10,-5.2e-11
54,-9.49e-10,-5.04e-11
55,-1.04e-09,-4.89e-11
56,-1.06e-09,-4.77e-11
57,-1.1e-09,-4.63e-11
58,-1.09e-09,-4.51e-11
59,-8.34e-10,-4.47e-11
60,-6.57e-10,-4.4e-11
61,-6.63e-10,-4.27e-11
62,-7.26e-10,-4.13e-11
63,-6.97e-10,-4.01e-11
64,-6.94e-10,-3.89e-11
65,-8.21e-10,-3.73e-11
66,-8.19e-10,-3.62e-11
67,-7.74e-10,-3.51e-11
68,-7.92e-10,-3.39e-11
69,-8.99e-10,-3.23e-11
70,-9.89e-10,-3.08e-11
71,-9.4e-10,-2.98e-11
72,-8.92e-10,-2.88e-11
73,-9.05e-10,-2.75e-11
74,-8.06e-10,-2.66e-11
75,-6.75e-10,-2.58e-11
76,-6.12e-10,-2.47e-11
77,-8.28e-10,-2.28e-11
78,-9.13e-10,-2.12e-11
79,-5.77e-10,-2.1e-11
80,-5.39e-10,-1.98e-11
81,-6.13e-10,-1.83e-11
82,-7.08e-10,-1.68e-11
83,-7.21e-10,-1.56e-11
84,-6.48e-10,-1.46e-11
85,-3.11e-10,-1.46e-11
86,2.54e-10,-1.53e-11
87,2.76e-10,-1.41e-11
88,2.25e-10,-1.28e-11
89,6.25e-10,-1.29e-11
90,7.65e-10,-1.22e-11
91,8.17e-10,-1.11e-11
92,8.66e-10,-1.01e-11
93,8.54e-10,-8.85e-12
94,1.08e-09,-8.37e-12
95,1.3e-09,-7.79e-12
96,1.37e-09,-6.7e-12
97,1.46e-09,-5.69e-12
98,1.74e-09,-5.31e-12
99,1.85e-09,-4.33e-12
100,2.32e-09,-4.54e-12
101,2.45e-09,-3.64e-12
102,2.29e-09,-1.76e-12
103,3.05e-09,-3.06e-12
104,3.34e-09,-2.83e-12
105,3.53e-09,-2.26e-12
106,3.7e-09,-1.63e-12
107,3.56e-09,7.05e-14
108,3.61e-09,1.13e-12
109,3.48e-09,2.77e-12
110,3.45e-09,4.03e-12
111,3.7e-09,4.37e-12
112,3.98e-09,4.71e-12
113,4.37e-09,4.71e-12
114,4.55e-09,5.4e-12
115,4.67e-09,6.24e-12
116,4.79e-09,7.05e-12
117,4.96e-09,7.58e-12
118,5.81e-09,5.83e-12
119,6.38e-09,5.08e-12
120,6.25e-09,6.81e-12
121,6.19e-09,8.35e-12
122,6.21e-09,9.59e-12
123,6.53e-09,9.86e-12
124,6.97e-09,9.69e-12
125,7.2e-09,1.01e-11
126,7.33e-09,1.08e-11
127,7.37e-09,1.17e-11
128,7.62e-09,1.21e-11
129,7.94e-09,1.23e-11
130,8.38e-09,1.22e-11
131,8.77e-09,1.22e-11
132,8.73e-09,1.37e-11
133,8.92e-09,1.44e-11
134,8.83e-09,1.59e-11
135,8.71e-09,1.75e-11
136,9.16e-09,1.72e-11
137,9.97e-09,1.56e-11
138,1.03e-08,1.58e-11
139,1.02e-08,1.74e-11
140,1e-08,1.9e-11
141,1e-08,2.05e-11
142,1.05e-08,2.01e-11
143,1.15e-08,1.81e-11
144,1.42e-08,1.01e-11
145,1.58e-08,6.16e-12
146,1.51e-08,1e-11
147,1.51e-08,1.13e-11
148,1.55e-08,1.11e-11
149,1.61e-08,1.03e-11
150,1.68e-08,9.36e-12
151,1.73e-08,8.85e-12
152,1.78e-08,8.25e-12
153,1.76e-08,1.04e-11
154,1.8e-08,1.01e-11
155,1.94e-08,6.41e-12
156,1.98e-08,6.37e-12
157,1.96e-08,8.27e-12
158,1.98e-08,8.61e-12
159,2.02e-08,8.68e-12
160,2.08e-08,8.04e-12
161,2.12e-08,8.14e-12
162,2.16e-08,8.25e-12
163,2.22e-08,7.43e-12
164,2.27e-08,7.05e-12
165,2.33e-08,6.03e-12
166,2.3e-08,8.11e-12
167,2.31e-08,9.31e-12
