,Sep,Force
0,0.0,-1.28e-10
1,-2.53e-11,-1.28e-10
2,-9.85e-11,-1.27e-10
3,-1.68e-10,-1.26e-10
4,-1.82e-10,-1.24e-10
5,-2.17e-10,-1.23e-10
6,-2.73e-10,-1.22e-10
7,-2.71e-10,-1.21e-10
8,-3.14e-10,-1.19e-10
9,-3.38e-10,-1.18e-10
10,-3.1e-10,-1.17e-10
11,-3.42e-10,-1.16e-10
12,-3.51e-10,-1.14e-10
13,-3.05e-10,-1.13e-10
14,-3.47e-10,-1.12e-10
15,-4.41e-10,-1.11e-10
16,-5.42e-10,-1.09e-10
17,-5.92e-10,-1.08e-10
18,-5.98e-10,-1.07e-10
19,-5.61e-10,-1.06e-10
20,-6.29e-10,-1.04e-10
21,-7.15e-10,-1.03e-10
22,-7.49e-10,-1.02e-10
23,-8.02e-10,-1e-10
24,-7.71e-10,-9.92e-11
25,-6.41e-10,-9.85e-11
26,-6.35e-10,-9.74e-11
27,-7.61e-10,-9.57e-11
28,-7.74e-10,-9.43e-11
29,-7.32e-10,-9.32e-11
30,-6.98e-10,-9.2e-11
31,-7.22e-10,-9.08e-11
32,-8.14e-10,-8.93e-11
33,-8.75e-10,-8.8e-11
34,-8.23e-10,-8.71e-11
35,-7.53e-10,-8.61e-11
36,-7.7e-10,-8.48e-11
37,-8.62e-10,-8.33e-11
38,-8.66e-10,-8.21e-11
39,-8.5e-10,-8.1e-11
40,-8.5e-10,-7.98e-11
41,-7.8e-10,-7.88e-11
42,-7.79e-10,-7.74e-11
43,-8.65e-10,-7.58e-11
44,-9.98e-10,-7.42e-11
45,-9.82e-10,-7.32e-11
46,-9.97e-10,-7.21e-11
47,-1.18e-09,-7.04e-11
48,-1.26e-09,-6.89e-11
49,-1.25e-09,-6.77e-11
50,-1.2e-09,-6.65e-11
51,-1.05e-09,-6.57e-11
52,-9.59e-10,-6.48e-11
53,-7.98e-10,-6.41e-11
54,-8.65e-10,-6.27e-11
55,-1e-09,-6.1e-11
56,-9.32e-10,-6e-11
57,-9.9e-10,-5.86e-11
58,-9.77e-10,-5.74e-11
59,-9.74e-10,-5.62e-11
60,-9.89e-10,-5.49e-11
61,-9.65e-10,-5.38e-11
62,-9.29e-10,-5.27e-11
63,-9.9e-10,-5.13e-11
64,-1.02e-09,-4.99e-11
65,-1.02e-09,-4.86e-11
66,-1.02e-09,-4.73e-11
67,-8.32e-10,-4.67e-11
68,-9.03e-10,-4.52e-11
69,-9.77e-10,-4.38e-11
70,-7.42e-10,-4.34e-11
71,-5.79e-10,-4.29e-11
72,-5.46e-10,-4.18e-11
73,-6.66e-10,-4.02e-11
74,-5.2e-10,-3.95e-11
75,-2.67e-10,-3.91e-11
76,-2.72e-10,-3.77e-11
77,-3.89e-10,-3.6e-11
78,-3.98e-10,-3.46e-11
79,-1.41e-10,-3.42e-11
80,6.06e-11,-3.36e-11
81,-1.12e-10,-3.19e-11
82,-2.37e-10,-3.03e-11
83,-1.89e-10,-2.93e-11
84,-2.26e-10,-2.81e-11
85,-3.38e-11,-2.76e-11
86,2.16e-12,-2.66e-11
87,9.26e-11,-2.57e-11
88,3.73e-10,-2.53e-11
89,3.93e-10,-2.4e-11
90,5.3e-10,-2.31e-11
91,7.55e-10,-2.26e-11
92,8.7e-10,-2.18e-11
93,8.54e-10,-2.05e-11
94,8.96e-10,-1.93e-11
95,1.31e-09,-1.95e-11
96,1.24e-09,-1.81e-11
97,1.27e-09,-1.71e-11
98,1.61e-09,-1.71e-11
99,1.35e-09,-1.5e-11
100,1.13e-09,-1.31e-11
101,1.09e-09,-1.17e-11
102,1.32e-09,-1.13e-11
103,1.97e-09,-1.24e-11
104,2.28e-09,-1.22e-11
105,2.51e-09,-1.18e-11
106,2.82e-09,-1.15e-11
107,2.59e-09,-9.29e-12
108,2.37e-09,-7.18e-12
109,2.97e-09,-7.86e-12
110,3.52e-09,-8.39e-12
111,3.46e-09,-6.83e-12
112,3.3e-09,-4.94e-12
113,3.15e-09,-3.13e-12
114,3.66e-09,-3.56e-12
115,4.01e-09,-3.55e-12
116,4.01e-09,-2.38e-12
117,4.13e-09,-1.59e-12
118,4.3e-09,-9.62e-13
119,4.86e-09,-1.65e-12
120,4.98e-09,-8.12e-13
121,5.32e-09,-6.96e-13
122,5.49e-09,-7.72e-15
123,5.45e-09,1.41e-12
124,5.78e-09,1.57e-12
125,6.07e-09,1.86e-12
126,6.87e-09,4.44e-13
127,7.63e-09,-8.4e-13
128,7.28e-09,1.6e-12
129,6.7e-09,4.74e-12
130,7.72e-09,2.53e-12
131,8.62e-09,7.37e-13
132,8.18e-09,3.34e-12
133,8.44e-09,3.62e-12
134,8.78e-09,3.69e-12
135,9e-09,4.35e-12
136,8.81e-09,6.39e-12
137,8.78e-09,7.78e-12
138,1e-08,4.87e-12
139,1.08e-08,3.33e-12
140,1.1e-08,3.92e-12
141,1.1e-08,5.09e-12
142,1.1e-08,6.56e-12
143,1.13e-08,6.67e-12
